Sample in Buffer,Sample in Window,TRIGGER,check_40G_sim_i/system_ila_1/inst/probe0_1[3:0],check_40G_sim_i/system_ila_1/inst/probe1_1[1:0],check_40G_sim_i/system_ila_1/inst/net_slot_0_axis_tdata[127:0],check_40G_sim_i/system_ila_1/inst/net_slot_0_axis_tuser[69:0],check_40G_sim_i/system_ila_1/inst/net_slot_0_axis_tvalid,check_40G_sim_i/system_ila_1/inst/net_slot_0_axis_tready,check_40G_sim_i/system_ila_1/inst/net_slot_0_axis_tlast,check_40G_sim_i/system_ila_1/inst/net_slot_1_axis_tdata[127:0],check_40G_sim_i/system_ila_1/inst/net_slot_1_axis_tuser[69:0],check_40G_sim_i/system_ila_1/inst/net_slot_1_axis_tvalid,check_40G_sim_i/system_ila_1/inst/net_slot_1_axis_tready,check_40G_sim_i/system_ila_1/inst/net_slot_1_axis_tlast,check_40G_sim_i/system_ila_1/inst/net_slot_2_axis_tdata[127:0],check_40G_sim_i/system_ila_1/inst/net_slot_2_axis_tuser[69:0],check_40G_sim_i/system_ila_1/inst/net_slot_2_axis_tvalid,check_40G_sim_i/system_ila_1/inst/net_slot_2_axis_tlast,Interface_(i2:s0)_(axis_data_fifo_5_M_AXIS)[2:0],Interface_(i2:s1)_(axis_data_fifo_4_M_AXIS)[2:0],Interface_(i2:s2)_(l_ethernet_0_axis_rx_0)[2:0],T_Channel_(i2:s0)_(axis_data_fifo_5_M_AXIS)[2:0],T_Channel_(i2:s1)_(axis_data_fifo_4_M_AXIS)[2:0],T_Channel_(i2:s2)_(l_ethernet_0_axis_rx_0)[2:0]
7757,7757,0,a,2,54000000000000000000000000000000,008100000000000000,1,1,0,16000000000000000000000000000000,008100000000000000,1,1,0,0b000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7758,7758,0,a,2,55000000000000000000000000000000,008100000000000000,1,1,0,17000000000000000000000000000000,008100000000000000,1,1,0,0c000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7759,7759,0,a,2,56000000000000000000000000000000,008100000000000000,1,1,0,18000000000000000000000000000000,008100000000000000,1,1,0,0d000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7760,7760,0,a,2,57000000000000000000000000000000,008100000000000000,1,1,0,19000000000000000000000000000000,008100000000000000,1,1,0,0e000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7761,7761,0,a,2,58000000000000000000000000000000,008100000000000000,1,1,0,1a000000000000000000000000000000,008100000000000000,1,1,0,0f000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7762,7762,0,a,2,59000000000000000000000000000000,008100000000000000,1,1,0,1b000000000000000000000000000000,008100000000000000,1,1,0,10000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7763,7763,0,a,2,5a000000000000000000000000000000,008100000000000000,1,1,0,1c000000000000000000000000000000,008100000000000000,1,1,0,11000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7764,7764,0,a,2,5b000000000000000000000000000000,008100000000000000,1,1,0,1d000000000000000000000000000000,008100000000000000,1,1,0,12000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7765,7765,0,a,2,5c000000000000000000000000000000,008100000000000000,1,1,0,1e000000000000000000000000000000,008100000000000000,1,1,0,13000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7766,7766,0,a,2,5d000000000000000000000000000000,008100000000000000,1,1,0,1f000000000000000000000000000000,008100000000000000,1,1,0,14000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7767,7767,0,a,2,5e000000000000000000000000000000,008100000000000000,1,1,0,20000000000000000000000000000000,008100000000000000,1,1,0,15000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7768,7768,0,a,2,5f000000000000000000000000000000,008100000000000000,1,1,0,21000000000000000000000000000000,008100000000000000,1,1,0,16000000000000000000000000000000,0281555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7769,7769,0,a,2,60000000000000000000000000000000,008100000000000000,1,1,0,22000000000000000000000000000000,008100000000000000,1,1,0,0001aefe020000bb3b41ffffffffffff,0082555555555555d5,0,0,"Active","Active","_","Stream Beat","Stream Beat","_"
7770,7770,0,a,2,61000000000000000000000000000000,008100000000000000,1,1,0,23000000000000000000000000000000,008100000000000000,1,1,0,0001aefe020000bb3b41ffffffffffff,0083555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7771,7771,0,a,2,62000000000000000000000000000000,008100000000000000,1,1,0,24000000000000000000000000000000,008100000000000000,1,1,0,000000000000000000003d320001254d,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7772,7772,0,a,2,63000000000000000000000000000000,008100000000000000,1,1,0,25000000000000000000000000000000,008100000000000000,1,1,0,17000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7773,7773,0,a,2,00000000000000000000000000000000,008100000000000000,1,1,0,26000000000000000000000000000000,008100000000000000,1,1,0,18000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7774,7774,0,a,2,01000000000000000000000000000000,008100000000000000,1,1,0,27000000000000000000000000000000,008100000000000000,1,1,0,19000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7775,7775,0,a,2,02000000000000000000000000000000,008100000000000000,1,1,0,28000000000000000000000000000000,008100000000000000,1,1,0,1a000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7776,7776,0,a,2,03000000000000000000000000000000,008100000000000000,1,1,0,29000000000000000000000000000000,008100000000000000,1,1,0,1b000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7777,7777,0,a,2,04000000000000000000000000000000,008100000000000000,1,1,0,2a000000000000000000000000000000,008100000000000000,1,1,0,1c000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7778,7778,0,a,2,05000000000000000000000000000000,008100000000000000,1,1,0,2b000000000000000000000000000000,008100000000000000,1,1,0,1d000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7779,7779,0,a,2,06000000000000000000000000000000,008100000000000000,1,1,0,2c000000000000000000000000000000,008100000000000000,1,1,0,1e000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7780,7780,0,a,2,07000000000000000000000000000000,008100000000000000,1,1,0,2d000000000000000000000000000000,008100000000000000,1,1,0,1f000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7781,7781,0,a,2,08000000000000000000000000000000,008100000000000000,1,1,0,2e000000000000000000000000000000,008100000000000000,1,1,0,20000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7782,7782,0,a,2,09000000000000000000000000000000,008100000000000000,1,1,0,2f000000000000000000000000000000,008100000000000000,1,1,0,21000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7783,7783,0,a,2,0a000000000000000000000000000000,008100000000000000,1,1,0,30000000000000000000000000000000,008100000000000000,1,1,0,22000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7784,7784,0,a,2,0b000000000000000000000000000000,008100000000000000,1,1,0,31000000000000000000000000000000,008100000000000000,1,1,0,23000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7785,7785,0,a,2,0c000000000000000000000000000000,028100000000000000,1,1,1,32000000000000000000000000000000,008100000000000000,1,1,0,24000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Last Stream","Stream Beat","Stream Beat"
7786,7786,0,a,2,0001aefe020000bb3b41ffffffffffff,008300000000000000,1,1,0,33000000000000000000000000000000,008100000000000000,1,1,0,25000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7787,7787,0,a,2,000000000000000000003d320001254d,008100000000000000,1,1,0,34000000000000000000000000000000,008100000000000000,1,1,0,26000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7788,7788,0,a,2,0d000000000000000000000000000000,008100000000000000,1,1,0,35000000000000000000000000000000,008100000000000000,1,1,0,27000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7789,7789,0,a,2,0e000000000000000000000000000000,008100000000000000,1,1,0,36000000000000000000000000000000,008100000000000000,1,1,0,28000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7790,7790,0,a,2,0f000000000000000000000000000000,008100000000000000,1,1,0,37000000000000000000000000000000,008100000000000000,1,1,0,29000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7791,7791,0,a,2,10000000000000000000000000000000,008100000000000000,1,1,0,38000000000000000000000000000000,008100000000000000,1,1,0,2a000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7792,7792,0,a,2,11000000000000000000000000000000,008100000000000000,1,1,0,39000000000000000000000000000000,008100000000000000,1,1,0,2b000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7793,7793,0,a,2,12000000000000000000000000000000,008100000000000000,1,1,0,3a000000000000000000000000000000,008100000000000000,1,1,0,2c000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7794,7794,0,a,2,13000000000000000000000000000000,008100000000000000,1,0,0,3b000000000000000000000000000000,008100000000000000,1,1,0,2d000000000000000000000000000000,0081555555555555d5,1,0,"_","Active","Active","_","Stream Beat","Stream Beat"
7795,7795,0,a,2,13000000000000000000000000000000,008100000000000000,1,1,0,3c000000000000000000000000000000,008100000000000000,1,1,0,2e000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7796,7796,0,a,2,14000000000000000000000000000000,008100000000000000,1,1,0,3d000000000000000000000000000000,008100000000000000,1,1,0,2f000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7797,7797,0,a,2,15000000000000000000000000000000,008100000000000000,1,1,0,3e000000000000000000000000000000,008100000000000000,1,1,0,30000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7798,7798,0,a,2,16000000000000000000000000000000,008100000000000000,1,1,0,3f000000000000000000000000000000,008100000000000000,1,1,0,31000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7799,7799,0,a,2,17000000000000000000000000000000,008100000000000000,1,1,0,40000000000000000000000000000000,008100000000000000,1,1,0,32000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7800,7800,0,a,2,18000000000000000000000000000000,008100000000000000,1,1,0,41000000000000000000000000000000,008100000000000000,1,1,0,33000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7801,7801,0,a,2,19000000000000000000000000000000,008100000000000000,1,1,0,42000000000000000000000000000000,008100000000000000,1,1,0,34000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7802,7802,0,a,2,1a000000000000000000000000000000,008100000000000000,1,1,0,43000000000000000000000000000000,008100000000000000,1,1,0,35000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7803,7803,0,a,2,1b000000000000000000000000000000,008100000000000000,1,1,0,44000000000000000000000000000000,008100000000000000,1,1,0,36000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7804,7804,0,a,2,1c000000000000000000000000000000,008100000000000000,1,1,0,45000000000000000000000000000000,008100000000000000,1,1,0,37000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7805,7805,0,a,2,1d000000000000000000000000000000,008100000000000000,1,1,0,46000000000000000000000000000000,008100000000000000,1,1,0,38000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7806,7806,0,a,2,1e000000000000000000000000000000,008100000000000000,1,1,0,47000000000000000000000000000000,008100000000000000,1,1,0,39000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7807,7807,0,a,2,1f000000000000000000000000000000,008100000000000000,1,1,0,48000000000000000000000000000000,008100000000000000,1,1,0,3a000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7808,7808,0,a,2,20000000000000000000000000000000,008100000000000000,1,1,0,49000000000000000000000000000000,008100000000000000,1,1,0,3b000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7809,7809,0,a,2,21000000000000000000000000000000,008100000000000000,1,1,0,4a000000000000000000000000000000,008100000000000000,1,1,0,3c000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7810,7810,0,a,2,22000000000000000000000000000000,008100000000000000,1,1,0,4b000000000000000000000000000000,008100000000000000,1,1,0,3d000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7811,7811,0,a,2,23000000000000000000000000000000,008100000000000000,1,1,0,4c000000000000000000000000000000,008100000000000000,1,1,0,3e000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7812,7812,0,a,2,24000000000000000000000000000000,008100000000000000,1,1,0,4d000000000000000000000000000000,008100000000000000,1,1,0,3f000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7813,7813,0,a,2,25000000000000000000000000000000,008100000000000000,1,1,0,4e000000000000000000000000000000,008100000000000000,1,1,0,40000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7814,7814,0,a,2,26000000000000000000000000000000,008100000000000000,1,1,0,4f000000000000000000000000000000,008100000000000000,1,1,0,41000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7815,7815,0,a,2,27000000000000000000000000000000,008100000000000000,1,1,0,50000000000000000000000000000000,008100000000000000,1,1,0,42000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7816,7816,0,a,2,28000000000000000000000000000000,008100000000000000,1,1,0,51000000000000000000000000000000,008100000000000000,1,1,0,43000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7817,7817,0,a,2,29000000000000000000000000000000,008100000000000000,1,1,0,52000000000000000000000000000000,008100000000000000,1,1,0,44000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7818,7818,0,a,2,2a000000000000000000000000000000,008100000000000000,1,1,0,53000000000000000000000000000000,008100000000000000,1,1,0,45000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7819,7819,0,a,2,2b000000000000000000000000000000,008100000000000000,1,1,0,54000000000000000000000000000000,008100000000000000,1,1,0,46000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7820,7820,0,a,2,2c000000000000000000000000000000,008100000000000000,1,1,0,55000000000000000000000000000000,008100000000000000,1,1,0,47000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7821,7821,0,a,2,2d000000000000000000000000000000,008100000000000000,1,1,0,56000000000000000000000000000000,008100000000000000,1,1,0,48000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7822,7822,0,a,2,2e000000000000000000000000000000,008100000000000000,1,1,0,57000000000000000000000000000000,008100000000000000,1,1,0,49000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7823,7823,0,a,2,2f000000000000000000000000000000,008100000000000000,1,1,0,58000000000000000000000000000000,008100000000000000,1,1,0,4a000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7824,7824,0,a,2,30000000000000000000000000000000,008100000000000000,1,1,0,59000000000000000000000000000000,008100000000000000,1,1,0,4b000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7825,7825,0,a,2,31000000000000000000000000000000,008100000000000000,1,1,0,5a000000000000000000000000000000,008100000000000000,1,1,0,4c000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7826,7826,0,a,2,32000000000000000000000000000000,008100000000000000,1,1,0,5b000000000000000000000000000000,008100000000000000,1,1,0,4d000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7827,7827,0,a,2,33000000000000000000000000000000,008100000000000000,1,1,0,5c000000000000000000000000000000,028100000000000000,1,1,1,4e000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Last Stream","Stream Beat"
7828,7828,0,a,2,34000000000000000000000000000000,008100000000000000,1,1,0,0001aefe020000bb3b41ffffffffffff,008300000000000000,1,1,0,4f000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7829,7829,0,a,2,35000000000000000000000000000000,008100000000000000,1,1,0,000000000000000000003d320001254d,008100000000000000,1,1,0,50000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7830,7830,0,a,2,36000000000000000000000000000000,008100000000000000,1,1,0,5d000000000000000000000000000000,008100000000000000,1,1,0,51000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7831,7831,0,a,2,37000000000000000000000000000000,008100000000000000,1,1,0,5e000000000000000000000000000000,008100000000000000,1,1,0,52000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7832,7832,0,a,2,38000000000000000000000000000000,008100000000000000,1,1,0,5f000000000000000000000000000000,008100000000000000,1,1,0,53000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7833,7833,0,a,2,39000000000000000000000000000000,008100000000000000,1,1,0,60000000000000000000000000000000,008100000000000000,1,1,0,54000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7834,7834,0,a,2,3a000000000000000000000000000000,008100000000000000,1,1,0,61000000000000000000000000000000,008100000000000000,1,1,0,55000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7835,7835,0,a,2,3b000000000000000000000000000000,008100000000000000,1,1,0,62000000000000000000000000000000,008100000000000000,1,1,0,56000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7836,7836,0,a,2,3c000000000000000000000000000000,008100000000000000,1,1,0,63000000000000000000000000000000,008100000000000000,1,1,0,57000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7837,7837,0,a,2,3d000000000000000000000000000000,008100000000000000,1,1,0,00000000000000000000000000000000,008100000000000000,1,1,0,58000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7838,7838,0,a,2,3e000000000000000000000000000000,008100000000000000,1,1,0,01000000000000000000000000000000,008100000000000000,1,1,0,59000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7839,7839,0,a,2,3f000000000000000000000000000000,008100000000000000,1,1,0,02000000000000000000000000000000,008100000000000000,1,1,0,5a000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7840,7840,0,a,2,40000000000000000000000000000000,008100000000000000,1,1,0,03000000000000000000000000000000,008100000000000000,1,1,0,5b000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7841,7841,0,a,2,41000000000000000000000000000000,008100000000000000,1,1,0,04000000000000000000000000000000,008100000000000000,1,1,0,5c000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7842,7842,0,a,2,42000000000000000000000000000000,008100000000000000,1,1,0,05000000000000000000000000000000,008100000000000000,1,1,0,5d000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7843,7843,0,a,2,43000000000000000000000000000000,008100000000000000,1,1,0,06000000000000000000000000000000,008100000000000000,1,1,0,5e000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7844,7844,0,a,2,44000000000000000000000000000000,008100000000000000,1,1,0,07000000000000000000000000000000,008100000000000000,1,1,0,5f000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7845,7845,0,a,2,45000000000000000000000000000000,008100000000000000,1,1,0,08000000000000000000000000000000,008100000000000000,1,1,0,60000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7846,7846,0,a,2,46000000000000000000000000000000,008100000000000000,1,1,0,09000000000000000000000000000000,008100000000000000,1,1,0,61000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7847,7847,0,a,2,47000000000000000000000000000000,008100000000000000,1,1,0,0a000000000000000000000000000000,008100000000000000,1,1,0,62000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7848,7848,0,a,2,48000000000000000000000000000000,008100000000000000,1,1,0,0b000000000000000000000000000000,008100000000000000,1,1,0,63000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7849,7849,0,a,2,49000000000000000000000000000000,008100000000000000,1,1,0,0c000000000000000000000000000000,008100000000000000,1,1,0,00000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7850,7850,0,a,2,4a000000000000000000000000000000,008100000000000000,1,1,0,0d000000000000000000000000000000,008100000000000000,1,1,0,01000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7851,7851,0,a,2,4b000000000000000000000000000000,008100000000000000,1,1,0,0e000000000000000000000000000000,008100000000000000,1,1,0,02000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7852,7852,0,a,2,4c000000000000000000000000000000,008100000000000000,1,1,0,0f000000000000000000000000000000,008100000000000000,1,1,0,03000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7853,7853,0,a,2,4d000000000000000000000000000000,008100000000000000,1,1,0,10000000000000000000000000000000,008100000000000000,1,1,0,04000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7854,7854,0,a,2,4e000000000000000000000000000000,008100000000000000,1,1,0,11000000000000000000000000000000,008100000000000000,1,1,0,05000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7855,7855,0,a,2,4f000000000000000000000000000000,008100000000000000,1,1,0,12000000000000000000000000000000,008100000000000000,1,1,0,06000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7856,7856,0,a,2,50000000000000000000000000000000,008100000000000000,1,1,0,13000000000000000000000000000000,008100000000000000,1,1,0,07000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7857,7857,0,a,2,51000000000000000000000000000000,008100000000000000,1,1,0,14000000000000000000000000000000,008100000000000000,1,1,0,08000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7858,7858,0,a,2,52000000000000000000000000000000,008100000000000000,1,1,0,15000000000000000000000000000000,008100000000000000,1,1,0,09000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7859,7859,0,a,2,53000000000000000000000000000000,008100000000000000,1,1,0,16000000000000000000000000000000,008100000000000000,1,1,0,0a000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7860,7860,0,a,2,54000000000000000000000000000000,008100000000000000,1,1,0,17000000000000000000000000000000,008100000000000000,1,1,0,0b000000000000000000000000000000,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7861,7861,0,a,2,55000000000000000000000000000000,008100000000000000,1,1,0,18000000000000000000000000000000,008100000000000000,1,1,0,0c000000000000000000000000000000,0281555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7862,7862,0,a,2,56000000000000000000000000000000,008100000000000000,1,1,0,19000000000000000000000000000000,008100000000000000,1,1,0,0001aefe020000bb3b41ffffffffffff,0082555555555555d5,0,0,"Active","Active","_","Stream Beat","Stream Beat","_"
7863,7863,0,a,2,57000000000000000000000000000000,008100000000000000,1,1,0,1a000000000000000000000000000000,008100000000000000,1,1,0,0001aefe020000bb3b41ffffffffffff,0082555555555555d5,0,0,"Active","Active","_","Stream Beat","Stream Beat","_"
7864,7864,0,a,2,58000000000000000000000000000000,008100000000000000,1,1,0,1b000000000000000000000000000000,008100000000000000,1,1,0,0001aefe020000bb3b41ffffffffffff,0083555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
7865,7865,0,a,2,59000000000000000000000000000000,008100000000000000,1,1,0,1c000000000000000000000000000000,008100000000000000,1,1,0,000000000000000000003d320001254d,0081555555555555d5,1,0,"Active","Active","Active","Stream Beat","Stream Beat","Stream Beat"
